item0000	Tradition requires parental approval for under-age marriage.
item0001	The clumsy customer spilled some expensive perfume. 
item0002	Grand auto slid three to fifteen and one eighth on the American Stock Exchange 
item0003	The company which runs retail automotive stores told Shearson Lehman Brothers its financial adviser to terminate discussions to sell the firm 
item0004	She had your dark suit in greasy wash water all year. 
item0005	Don't ask me to carry an oily rag like that.
item5702	 Or, as in France’s more problematic presidential model, there is at least a narrowing down of the choice over successive rounds of voting.
item5703	 But in any case, it is a major problem in any democracy.
item5704	Id always cry at the same points in each song: the end of Hand in Glove, the chord changes before the chorus of Girl Afraid, the line in The Queen is Dead where he sings we can go for a walk where its quiet and dry.
item5705	 In fact, I know nobody not one person who has been asked to fill out a questionnaire by an NSSO team.
item5706	But thats not consistent [sleep].
item5707	In India it appears that for many, the main aim of playing a sport is to get a government job.
item5708	I have compared the lifespan of various civilisations, which I define as a society with agriculture, multiple cities, military dominance in its geographical region and a continuous political structure.
item5709	First, I found the names of all the number ones on the Billboard Hot one hundred charts since they began in July nineteen fifty eight , a list of one thousand eighty tracks.
item5710	However, a recent review stated that research hasnt yet figured out which exact gut bacterium are crucial for brain development.
item5711	 The Indian Supreme Court's incitement to violence standard responds to this basic insight about civil liberties in a democracy.
item5712	Because we were so good at adapting culturally to processing and fermenting the milk, Im struggling with why we ever adapted genetically, says Swallows PhD student Catherine Walker.
item5713	In consequence, we become more conscious of that other persons agency, that they have a mind and perspective of their own ninetysix and, in turn, this makes us more self-conscious.
item5714	It came of age in the twenty th century, writes David Welch in the catalogue accompanying the British Library exhibition, when the development of mass media and later multimedia communications offered a fertile ground for its dissemination, and the centurys global conflicts provided the impetus needed for its growth.
item5715	Kerala is a powerhouse in Indian sport, despite its relatively small size and population.
item5716	They were not us.
item5717	 There is justified concern that attempts are on to expand the scope for surveillance at a time when the government must be looking at ways to implement the Supreme Court’s landmark decision holding that privacy is a fundamental right. 
item5718	The devastating fire at the Andheri hospital of the Employees State Insurance Corporation in Mumbai that killed at least eight people is a shocking reminder of the low priority fire safety gets in India. 
item5719	 That is the reason why Mr. Yadav is more open to the Congress, while she is not.
item5720	Machine learning is also used in the academic field of music emotion recognition.
item5721	 Over these years, Iran saw an eight-year-long war with Iraq, near-total isolation in West Asia, and economic hardships. 
item5722	Once upon a time there lived a lion in a forest.
item5723	 One day after a heavy meal.
item5724	 It was sleeping under a tree.
item5725	 After a while, there came a mouse and it started to play on the lion.
item5726	 Suddenly the lion got up with anger and looked for those who disturbed its nice sleep.
item5727	 Then it saw a small mouse standing trembling with fear.
item5728	 The lion jumped on it and started to kill it.
item5729	 The mouse requested the lion to forgive it.
item5730	 The lion felt pity and left it.
item5731	 The mouse ran away.
item5732	On another day, the lion was caught in a net by a hunter.
item5733	 The mouse came there and cut the net.
item5734	 Thus it escaped.
item5735	 There after, the mouse and the lion became friends.
item5736	 They lived happily in the forest afterwards.
