item0000	Tradition requires parental approval for under-age marriage.
item0001	The clumsy customer spilled some expensive perfume. 
item0002	Grand auto slid three to fifteen and one eighth on the American Stock Exchange 
item0003	The company which runs retail automotive stores told Shearson Lehman Brothers its financial adviser to terminate discussions to sell the firm 
item0004	She had your dark suit in greasy wash water all year. 
item0005	Don't ask me to carry an oily rag like that.
item1749	Mr. Sells who wasn't available for comment said in a prepared statement I've always wanted to run my own company
item1750	Mr. Sosnoff said he is beginning talks with new joint venture partners to create a new financial package .period
item1751	Mr. Trump ,comma asked about Eastern's history of labor troubles ,comma said :colon "double-quote i have had good relations with unions .period
item1752	Mr. Volcker’s wife lives in new york ,comma and she is said to strongly favor his retirement from the fed .period
item1753	Mr. Wolf declined to name his new employer
item1754	Mr. Wolf said the new job will be primarily business oriented
item1755	Ms. Amsterdam declined to comment
item1756	Much of the ground beef consumed in the united states comes from dairy cows
item1757	Murders rose two point nine percent to twenty thousand six hundred seventy five in the period
item1758	My position on contra aid isn't something that's going to lose an election
item1759	Neither side would disclose terms
item1760	Net income rose one hundred twenty five percent to seven hundred fifty three million Swiss francs in the period
item1761	News of the F. T. C. announcement was made after the close of trading
item1762	News that such a large Salomon stake may be for sale wasn't well received by some Salomon staff members ,comma who feared that Salomon could be vulnerable to a takeover .period
item1763	Nissan lost thirty to one thousand five hundred twenty and Toyota was down thirty to end the day at two thousand six hundred twenty
item1764	Nissan was one of only two Japanese companies to report higher sales for March
item1765	Nobody knows the name .period
item1766	Nonetheless the union has moved the experiment to Richmond Virginia and has received inquiries from other unions about its tactics
item1767	No one is making very much money on it acknowledges Brian J. Kelly chairman of bell Atlantic’s investment development unit
item1768	Northgate exploration limited said it sold four million common shares at eight dollars each
item1769	Not much work is getting done in the Nation's capital .period
item1770	Now I get to do it and I'm very excited
item1771	Occidental Petroleum Corporation reported a twenty three percent profit jump though the company would have had a loss without a one time item
item1772	Of the five hundred ninety nine jobs being eliminated ,comma ninety five are already vacant ,comma the company said .period
item1773	Of the total face amount outstanding of twelve western union debt series eighteen point six percent had been tendered as of thursday
item1774	At the gate into the road the party stopped to shift the Lamb from Cyril's back to Robert's. 
item1775	And as they paused a very smart open carriage came in sight, with a coachman and a groom on the box, 
item1776	And inside the carriage a lady - very grand indeed, with a dress all white lace and red ribbons and a parasol all red and white 
item1777	And a white fluffy dog on her lap with a red ribbon round its neck. 
item1778	She looked at the children, and particularly at the Baby, and she smiled at him. 
item1779	The children were used to this, for the Lamb was, as all the servants said, a 'very taking child'. 
item1780	So they waved their hands politely to the lady and expected her to drive on. 
item1781	But she did not. 
item1782	Instead she made the coachman stop. And she beckoned to Cyril, and when he went up to the carriage she said 
item1783	'What a dear darling duck of a baby! Oh, I SHOULD so like to adopt it! 
item1784	Do you think its mother would mind?'
item1785	'She'd mind very much indeed,' said Anthea shortly.
item1786	'Oh, but I should bring it up in luxury, you know. 
item1787	I am Lady Chittenden. 
item1788	You must have seen my photograph in the illustrated papers. 
