item0000	Tradition requires parental approval for under-age marriage.
item0001	The clumsy customer spilled some expensive perfume. 
item0002	Grand auto slid three to fifteen and one eighth on the American Stock Exchange 
item0003	The company which runs retail automotive stores told Shearson Lehman Brothers its financial adviser to terminate discussions to sell the firm 
item0004	She had your dark suit in greasy wash water all year. 
item0005	Don't ask me to carry an oily rag like that.
item0677	The company previously traded over the counter 
item0678	Both offerings are being underwritten by goldman ,comma sachs &ampersand company and aren't redeemable before maturity .Period 
item0679	But he's got to pinpoint it to make it effective ,comma and that's really difficult to do ,comma inning after inning and game after game ,comma "double-quote said dempsey .Period 
item0680	There are too many foreign and institutional players willing to pay higher prices than we are 
item0681	But they won't let me in the parade .Period 
item0682	By the close ,comma the tally stood at eight hundred ten gainers and seven sixty seven decliners .Period 
item0683	"double-quote there aren't any financial irregularities ,comma "double-quote he says .Period 
item0684	But rampant brazilian inflation sent fox prices soaring and volkswagen failed to offer an optional automatic transmission .Period 
item0685	Traders said the increased volume was prompted by investors who want to own the stock to collect the next dividend payment .Period 
item0686	And so senator paul simon of illinois ,comma a declared candidate for president ,comma started playing mickey mouse games with the sentelle nomination .Period 
item0687	But with some democrats ,comma no action is too small in the effort to negate a conservative presidency .Period 
item0688	East of beijing ,comma defense tunnels dug during the war have been refurbished ,comma the official xinhua news agency reported .Period 
item0689	The labor department said non farm payroll employment increased a robust three hundred thirty seven thousand last month after a revised three hundred nineteen thousand gain the month before 
item0690	But industry sources said they believed ford was considering giving one of those six accounts ,comma for ford's latin American affiliate ,comma to another agency .Period 
item0691	But as his morning class starts he is bubbling 
item0692	But there is no guarantee that he will still be in power when the Soviets owe sixty billion dollars 
item0693	Farm income raced upward ,comma and expectations of farm income rose even faster .Period 
item0694	Asset allocators insist that isn't a danger .Period 
item0695	Emery rose seven eighths to thirteen and one half .Period 
item0696	Companies that once had to advertise on the networks if they wanted to reach a mass audience can now choose instead from a host of cable and independent stations 
item0697	The notes bear interest at a rate of seven point three five percent per year .Period 
item0698	But he added :colon "double-quote I hope that this overproduction is an aberration ,comma and not a trend .Period "double-quote 
item0699	The earlier rise was previously reported as four point three percent 
item0700	Under the law the justice department can elect to take over as plaintiff 
item0701	Cleveland confronted scandals swiftly and with uncommon candor ,comma conceding from the outset ,comma for example ,comma his affair with maria halpin once it was exposed .Period 
item0702	If Jane could make poetry like that before she was fourteen, there are not no telling what she could a done by and by.  
item0703	Buck said she could rattle off poetry like nothing.  
item0704	She didn't ever have to stop to think.  
item0705	He said she would slap down a line, and if she couldn't find anything to rhyme with it would just scratch it out and slap down another one, and go ahead. 
item0706	She was not particular; she could write about anything you choose to give her to write about just so it was sadful.
item0707	Every time a man died, or a woman died, or a child died, she would be on hand with her "tribute" before he was cold.  
item0708	She called them tributes.
item0709	The neighbors said it was the doctor first, then Emmeline, then the undertake the undertaker never got in ahead of Jane but once, 
item0710	And then she hung fire on a rhyme for the dead person's name, which was Whistler.  She was not ever the same after that; she never complained, But she kinder pined away and did not live long.  
item0711	Poor thing, many's the time I made myself go up to the little room that used to be hers and get out her poor old scrap-book and read in it when her pictures had been aggravating me and I had soured on her a little.  
item0712	I liked all that family, dead ones and all, and was not going to let anything come between us.  
item0713	Poor Jane made poetry about all the dead people when she was alive, and it didn't seem right that there was not nobody to make some about her now she was gone; 
item0714	So I tried to sweat out a verse or two myself, but I couldn't seem to make it go somehow.  
item0715	They kept Jane's room trim and nice, and all the things fixed in it just the way she liked to have them when she was alive, and nobody ever slept there.  
item0716	The old lady took care of the room herself, though there was plenty of niggers, and she sewed there a good deal and read her Bible there mostly.
