item0000	Tradition requires parental approval for under-age marriage.
item0001	The clumsy customer spilled some expensive perfume. 
item0002	Grand auto slid three to fifteen and one eighth on the American Stock Exchange 
item0003	The company which runs retail automotive stores told Shearson Lehman Brothers its financial adviser to terminate discussions to sell the firm 
item0004	She had your dark suit in greasy wash water all year. 
item0005	Don't ask me to carry an oily rag like that.
item1260	But additional use of military radar planes expanded naval patrols and more frequent aircraft interceptions could drain the military's already tight operating budgets 
item1261	Tighter credit conditions mean higher interest rates 
item1262	Consider ,comma for example ,comma Japan's controversial trade surplus with the U.S. .Period 
item1263	Analysts also said they hadn't expected lower operating profits for the company's industries group and for the broadcasting segment 
item1264	"double-quote this avoids all the legal issues ,comma "double-quote an acer official promises .Period 
item1265	"double-quote we are not a disturbing force in this market ,comma and I don't see any advantage in kicking three Japanese firms out from being primary dealers .Period 
item1266	Commodity prices soared amid the general inflation .Period 
item1267	The nikkei average fell one hundred twenty one point two oh points to close at twenty seven thousand ,comma four hundred thirty five point oh one yen .Period 
item1268	A trial on the suit has been scheduled for next monday 
item1269	Despite the new highs in the closely watched market barometers ,comma the advancing issues never had an impressive lead over decliners during the session .Period 
item1270	Chrysler said it scheduled its jefferson avenue assembly plant in detroit for two overtime shifts tomorrow .Period 
item1271	But other evidence on the flaps is conflicting .Period 
item1272	The three other pension plans had more than one billion dollars of assets though even larger liabilities 
item1273	The november pace was three point nine percent below that of november nineteen eighty six .Period 
item1274	C. e.'s attitude is good 
item1275	At the site are state of the art environmental controls that are treating waste water detecting hazardous wastes and protecting against leaching of toxic substances 
item1276	We're going to be bidders said a top official of a major oil company 
item1277	Yet when we discuss social policy we talk as if money the poverty rate was all that matters 
item1278	Today ninety percent of the four billion dollars of B.A.S.F. sales in the U.S. is produced there 
item1279	"double-quote many of these gentlemen -hyphen farmers were tax -hyphen motivated -dash not profit -hyphen driven ,comma "double-quote he says .Period 
item1280	The decline in the dollar and the continued strength in the economy however are now adding demand and causing those prices to rise too 
item1281	But the index is being replaced by the employment cost series .Period 
item1282	"double-quote I come with no baggage ,comma with no preconceived ideas about the best regulatory method or the best way the market should operate .Period 
item1283	The forest products concern said the workers at the affected plants returned to work yesterday ending a two month strike 
item1284	The yield on the latest thirty -hyphen year treasury bonds surged to eight point eight three percent from eight point five six percent a week earlier .Period 
item1285	The funeral was over. 
item1286	The carriages rolled away through the soft mud, and only the poor remained. 
item1287	They approached to the newly-dug shaft and looked their last at the coffin, now almost hidden beneath the spadefuls of clay. 
item1288	It was their moment. 
item1289	Most of them were women from the dead woman's district, to whom black garments had been served out by Mr. Wilcox's orders. 
item1290	Pure curiosity had brought others. 
item1291	They thrilled with the excitement of a death, and of a rapid death, and stood in groups or moved between the graves, like drops of ink.
item1292	The son of one of them, a wood-cutter, was perched high above their heads, pollarding one of the churchyard elms. 
item1293	From where he sat he could see the village of Hilton, strung upon the North Road, with its accreting suburbs;
item1294	The sunset beyond, scarlet and orange, winking at him beneath brows of grey; the church; the plantations; and behind him an unspoilt country of fields and farms. 
item1295	But he, too, was rolling the event luxuriously in his mouth. 
item1296	He tried to tell his mother down below all that he had felt when he saw the coffin approaching: how he could not leave his work, and yet did not like to go on with it; 
item1297	How he had almost slipped out of the tree, he was so upset; the rooks had cawed, and no wonder--it was as if rooks knew too. 
item1298	His mother claimed the prophetic power herself--she had seen a strange look about Mrs. Wilcox for some time. 
item1299	London had done the mischief, said others. 
item1300	She had been a kind lady; her grandmother had been kind, too--a plainer person, but very kind. 
item1301	Ah, the old sort was dying out! 
item1302	Mr. Wilcox, he was a kind gentleman. 
item1303	They advanced to the topic again and again, dully, but with exaltation. 
item1304	The funeral of a rich person was to them what the funeral of Alice or Elizabeth is to the educated. 
item1305	It was Art; though remote from life, it enhanced life's values, and they witnessed it avidly.
