item0000	Tradition requires parental approval for under-age marriage.
item0001	The clumsy customer spilled some expensive perfume. 
item0002	Grand auto slid three to fifteen and one eighth on the American Stock Exchange 
item0003	The company which runs retail automotive stores told Shearson Lehman Brothers its financial adviser to terminate discussions to sell the firm 
item0004	She had your dark suit in greasy wash water all year. 
item0005	Don't ask me to carry an oily rag like that.
item0258	Because of the large supply in memphis developers have been able to obtain only meager rent increases for the past two years 
item0259	An early spurt of domestic led demand drove prices to their best levels during the first hour of activity 
item0260	The real change though is in how china looks 
item0261	The dividend was last raised in october nineteen eighty seven by four cents 
item0262	Base rates are the benchmark for commercial lending in Britain .Period 
item0263	But Mr. peterson says there still is an image problem .Period 
item0264	After collecting the signatures the u. a. w. can ask Nissan to recognize the union without an election although acquiescence by Nissan isn't considered likely 
item0265	Brokerage firms ,comma which negotiate rates with the banks and thrifts whose C.D.s they sell ,comma offer some of the best yields .Period 
item0266	The latest government figures though show the producer price index fell zero point two percent last month 
item0267	Caterpillar says it has hedged against risk from foreign -hyphen exchange fluctuations on the interbank market ,comma helping to ease the falling dollar's negative impact .Period 
item0268	There shouldn't be any risk to the banks in this sort of stuff said lawrence cohn a banking analyst at Merrill Lynch and company 
item0269	The gross national product ,comma adjusted for inflation ,comma rose at an annual rate of two point eight percent .Period 
item0270	The nikkei index of two hundred twenty five selected issues edged up twelve point four three points to close at twenty five thousand six hundred seventeen point eight two 
item0271	"double-quote J.P. .Period 
item0272	But some bankers close to the transaction estimate that about eighty percent or slightly more than four billion dollars would be committed by early next week 
item0273	A convention would open the door to a whole new group of leaders 
item0274	But some insiders apparently prefer thirty six dollars to thirty eight dollars in cash .Period 
item0275	"double-quote if I were head of state ,comma I couldn't go to the mosque and teach .Period 
item0276	"double-quote we've got enormous problems and we have to learn to live within our resources .Period "double-quote 
item0277	But if you're a friend ,comma you're a friend in bad times as well as good .Period "double-quote 
item0278	The process by which the len focuses on external objects is called accommodation 
item0279	What is important is we saved this company and are rebuilding it 
item0280	A senior administration official ,comma however ,comma called the gorbachev statement a "double-quote watershed event "double-quote because it will increase expectations among Soviet people for withdrawal .Period 
item0281	Electro -hyphen biology said about a third of the country's thirteen thousand orthopedic specialists regularly use its or similar devices ,comma which emit pulsating electromagnetic signals to stimulate bone growth .Period 
item0282	The matter of a public offering was discussed at the firm's annual partners gathering here saturday .Period 
item0283	In this way, then, the recognition of the community of _personality_ between ourselves and the universal undifferentiated Spirit, which is the root and substance of all things, 
item0284	Solves the question of our release from the iron grasp of an inflexible Law, not by abrogating the Law, which would mean the annihilation of all things, 
item0285	But by producing in us an intelligence equal in affinity with the universal Law itself, and thus enabling us to apprehend and meet the requirements of the Law in each particular as it arises. 
item0286	In this way the Cosmic Intelligence becomes individualized, and the individual intelligence becomes universalized; 
item0287	The two became one, and in proportion as this unity is realized and acted on, it will be found that the Law, which gives rise to all outward conditions, 
item0288	Whether of body or of circumstances, becomes more and more clearly understood, and can therefore be more freely made use of, 
item0289	So that by steady, intelligent endeavour to unfold upon these lines we may reach degrees of power to which it is impossible to assign any limits. 
item0290	The student who would understand the rationale of the unfoldment of his own possibilities must make no mistake here. 
item0291	He must realize that the whole process is that of bringing the universal within the grasp of the individual by raising the individual to the level of the universal and not vice-versa. 
item0292	It is a mathematical truism that you cannot contract the infinite, and that you _can_ expand the individual; 
item0293	And it is precisely on these lines that evolution works. 
item0294	The laws of nature cannot be altered in the least degree; 
item0295	But we can come into such a realization of our own relation to the universal principle of Law that underlies them as to be able to press all particular laws, 
item0296	Whether of the visible or invisible side of Nature, into our service and so find ourselves masters of the situation. 
item0297	This is to be accomplished by knowledge; 
item0298	And the only knowledge which will effect this purpose in all its measureless immensity is the knowledge of the personal element in Universal Spirit in its reciprocity to our own personality. 
item0299	Our recognition of this Spirit must therefore be twofold, as the principle of necessary sequence, order or Law, and also as the principle of Intelligence, responsive to our own recognition of it.
