item0000	Tradition requires parental approval for under-age marriage.
item0001	The clumsy customer spilled some expensive perfume. 
item0002	Grand auto slid three to fifteen and one eighth on the American Stock Exchange 
item0003	The company which runs retail automotive stores told Shearson Lehman Brothers its financial adviser to terminate discussions to sell the firm 
item0004	She had your dark suit in greasy wash water all year. 
item0005	Don't ask me to carry an oily rag like that.
item0595	These generally react much less than large depositors to reports of a scandal 
item0596	Allstate officials also declined to comment 
item0597	This week the house foreign affairs committee approved a ban on virtually all U.S. investment and trade with South Africa .Period 
item0598	A federal district court and an appeals court ,comma both in richmond ,comma upheld the plan .Period 
item0599	"double-quote consumers would automatically assume our product is less nutritious than pure orange or apple juice ,comma "double-quote a spokesman says .Period 
item0600	Their business isn't just a job but their investment 
item0601	Yesterday's losers included automobiles 
item0602	At his behest and against the pentagon's wishes ,comma congress continues to pour money into the truck program .Period 
item0603	This allows the shaft to change its length and direction as the car wheels move up and 
item0604	But when N.B.C. began taping Mr. biondi at poolside after his sprint to gold in the one hundred -hyphen meter freestyle ,comma an olympics official blew the whistle .Period 
item0605	Another one thousand employees will be working on the shuttle at rockwell's downey ,comma california ,comma facility .Period 
item0606	BankAmerica's top official in the nineteen seventies Mr. clausen returned last october to succeed ousted chief executive samuel armacost 
item0607	After all he isn't the one who has to risk getting hit over the head with a metal pipe 
item0608	Drams (left-paren dynamic random access memories )right-paren are a particular example .Period 
item0609	"double-quote there are some great opportunities to maximize production and marketing efficiencies ,comma "double-quote the pepsico spokesman said .Period 
item0610	The company which makes motor vehicle replacement parts said sales exceeded one billion dollars for the fiscal year 
item0611	By nineteen eighty two ,comma the companies were exchanging suits that have lingered in the courts ever since .Period 
item0612	At another news conference in Washington texas air chairman frank lorenzo exulted over the department's conclusions that eastern and continental are safe 
item0613	Everyone is waiting for the other shoe to drop says george lowry president of swann galleries a New York auction house 
item0614	Among the seventy eight bond funds tracked for the association ,comma wardley global select sterling bond fund turned in the quarter's best return of eleven point four percent .Period 
item0615	But to identify the plane by number or flight time ,comma he added ,comma "double-quote would be an admission of our own culpability "double-quote in the problem .Period 
item0616	But volcker opponents argue for naming a G. O. P. loyalist who might be more accommodating during the nineteen eighty eight elections .Period 
item0617	"double-quote that ,comma of course ,comma is limiting the attractiveness of these company stocks .Period 
item0618	"double-quote I knew i'd find something .Period 
item0619	But mobile radio companies have urged the F. C. C. to reallocate the frequencies for such uses as police or fire department radio 
item0620	Well, try to remember it, George.  
item0621	Don't forget and tell me it's Elexander before you go, and then get out by saying it's George Elexander when I catch you.  
item0622	And don't go about women in that old calico.  
item0623	You do a girl tolerable poor, but you might fool men, maybe.
item0624	Bless you, child, when you set out to thread a needle don't hold the thread still and fetch the needle up to it; 
item0625	Hold the needle still and poke the thread at it; 
item0626	That's the way a woman most always does, but a man always does t'other way.  
item0627	And when you throw at a rat or anything, hitch yourself up a tiptoe and fetch your hand up over your head as awkward as you can, and miss your rat about six or seven foot. 
item0628	Throw stiff-armed from the shoulder, like there was a pivot there for it to turn on, like a girl; not from the wrist and elbow, with your arm out to one side, like a boy.  
item0629	And, mind you, when a girl tries to catch anything in her lap she throws her knees apart; she don't clap them together, the way you did when you catched the lump of lead.  
item0630	Why, I spotted you for a boy when you was threading the needle; and I contrived the other things just to make certain.  
item0631	Now trot along to your uncle, Sarah Mary Williams George Elexander Peters, and if you get into trouble you send word to Mrs. 
item0632	Jude Loft, which is me, and I'll do what I can to get you out of it.  
item0633	Keep the river road all the way, and next time you tramp take shoes and socks with you. 
item0634	The river road's a rocky one, and your feet will be in a condition when you get to Goshen, I reckon.
