item0000	Tradition requires parental approval for under-age marriage.
item0001	The clumsy customer spilled some expensive perfume. 
item0002	Grand auto slid three to fifteen and one eighth on the American Stock Exchange 
item0003	The company which runs retail automotive stores told Shearson Lehman Brothers its financial adviser to terminate discussions to sell the firm 
item0004	She had your dark suit in greasy wash water all year. 
item0005	Don't ask me to carry an oily rag like that.
item2269	The two financial services concerns said they previously agreed to end the agreement if the transaction wasn't completed by March twenty fourth nineteen eighty seven
item2270	The underwriting group has a thirty day option to acquire an additional six hundred thousand shares at eight dollars each
item2271	The U. S. ,comma however ,comma is less dependent on that oil than Japan and west Germany are .period
item2272	They draw former activists who don't want to forget solidarity and a new generation too young to remember it .period
item2273	The yield on the latest thirty -hyphen year treasury bonds surged to eight point eight three percent from eight point five six percent a week earlier .period
item2274	The yield on the latest thirty year treasury bonds surged to eight point eight three percent from eight point five six percent a week earlier
item2275	They imported quality -hyphen control experts from the U. S. .period
item2276	They sent a lot of people to the U. S. to learn what U. S. consumers really wanted .period
item2277	They vote on a sense of leadership
item2278	They want independence someone who has a sense of direction and purpose and who identifies with them
item2279	They were sold to underwriters led by prudential Bache securities incorporated
item2280	This allows the shaft to change its length and direction as the car wheels move up and
item2281	This is the second consecutive quarter in which the dividend was reduced
item2282	This is the second consecutive quarter in which the dividend was reduced .period
item2283	This morning the asking price for the stock was four thousand eight hundred fifty but there were no buyers
item2284	This retailer said it offered for sale two hundred million dollars in notes due August first nineteen ninety six
item2285	This time around Wall Street firms argued that program trading has its uses and is misunderstood
item2286	This week the house foreign affairs committee approved a ban on virtually all u. s. investment and trade with South Africa .period
item2287	Though there was little evidence the stock market plunge had affected sales the outlook remains uncertain
item2288	Tighter credit conditions mean higher interest rates
item2289	Today ninety percent of the four billion dollars of B. A. S. F. Sales in the U. S. is produced there
item2290	To make them directly comparable each index is based on the close of nineteen sixty nine equaling one hundred
item2291	Too much focus is placed on reduction of cross country loans Mr. Meyerman said
item2292	Traders continued to watch closely for news from the Middle East ,comma where recent events have prompted buying of dollars as a "double-quote safe haven "double-quote investment .period
item2293	Traders expect a ten -hyphen year issue to total between one billion marks (left-paren five hundred ninety three point one million dollars )right-paren and one point five billion marks .period
item2294	I do not wish to describe the picnic party on the top of the tower. 
item2295	You can imagine well enough what it is like to carve a chicken and a tongue with a knife that has only one blade - and that snapped off short about half-way down. 
item2296	But it was done. 
item2297	Eating with your fingers is greasy and difficult - and paper dishes soon get to look very spotty and horrid. 
item2298	But one thing you CAN'T imagine, and that is how soda-water behaves when you try to drink it straight out of a syphon - especially a quite full one. 
item2299	But if imagination will not help you, experience will, and you can easily try it for yourself if you can get a grown-up to give you the syphon. 
item2300	If you want to have a really thorough experience, put the tube in your mouth and press the handle very suddenly and very hard. 
item2301	You had better do it when you are alone - and out of doors is best for this experiment.
item2302	However you eat them, tongue and chicken and new bread are very good things, and no one minds being sprinkled a little with soda-water on a really fine hot day. 
item2303	So that everyone enjoyed the dinner very much indeed, and everyone ate as much as it possibly could: 
item2304	First, because it was extremely hungry; 
item2305	Secondly, because, as I said, tongue and chicken and new bread are very nice.
item2306	Now, I daresay you will have noticed that if you have to wait for your dinner till long after the proper time, 
item2307	Then eat a great deal more dinner than usual, and sit in the hot sun on the top of a church-tower - or even anywhere else - you become soon and strangely sleepy. 
item2308	Now Anthea and Jane and Cyril and Robert were very like you in many ways, and when they had eaten all they could, and drunk all there was, they became sleepy, strangely and soon - especially Anthea, because she had got up so early.
