item0000	Tradition requires parental approval for under-age marriage.
item0001	The clumsy customer spilled some expensive perfume. 
item0002	Grand auto slid three to fifteen and one eighth on the American Stock Exchange 
item0003	The company which runs retail automotive stores told Shearson Lehman Brothers its financial adviser to terminate discussions to sell the firm 
item0004	She had your dark suit in greasy wash water all year. 
item0005	Don't ask me to carry an oily rag like that.
item0807	At the same time marketers have pulled money out of advertising to sink it into promotions such as coupons and sweepstakes in the past few years 
item0808	But while cray granted Mr. chen personal ,comma nonexclusive use of his developments there ,comma his new company said it doesn't intend to use cray technology .Period 
item0809	The nikkei index added eighty point oh six points to finish at twenty eight thousand two hundred nine point four two 
item0810	The october rise was initially reported as a zero point two percent drop 
item0811	Buyers have become choosy and are staying on the sidelines 
item0812	This time around wall street firms argued that program trading has its uses and is misunderstood 
item0813	But the terminal facilities were closed ,comma so Mr. Barrett and five other passengers had to scale a wire fence to get out .Period 
item0814	The closely held group doesn't have any significant assets according to william g. simon its president 
item0815	Volume rose to an estimated one billion shares from an estimated seven hundred fifty million shares on thursday 
item0816	And when budgets are cut ,comma programs are seldom canceled but rather are stretched out -dash further reducing annual purchases .Period 
item0817	Asked about a new presidential aid request jim wright talked about morality 
item0818	The five permanent members are the U.S. Britain france china and the Soviet union 
item0819	The recent failure of the organization of petroleum exporting countries to reach an agreement limiting production suggests prices might fall some .Period 
item0820	Although it acknowledges that a few store owners have complained it blames any problems on the owners themselves or on its field representatives who deal directly with them 
item0821	"double-quote if we haven't worked with a company before ,comma the natural reaction is ,comma 'single-quote why the hell are you bringing in accountants to work in the plant ?question-mark 'single-quote 
item0822	"double-quote so ,comma so !exclamation-point 
item0823	"double-quote it is common for one -hyphen third of all issues traded to *fluctuate* at least five percent in price every day ,comma "double-quote he says .Period 
item0824	A recession began in july nineteen eighty one and persisted until november nineteen eighty two .Period 
item0825	Agfa gevaert announced last week it would seek to acquire the eighty nine percent of matrix it didn't already own for ten dollars a share 
item0826	The dollar strengthened 
item0827	El salvador's duarte traveled to the U.S. for treatment of what he described as a malignant stomach disease .Period 
item0828	A federal jury in los angeles convicted a former mexican police officer of the nineteen eighty five kidnap and murder of a U.S. drug agent and a pilot 
item0829	But in fact most of the fifty five electric gas and water utility stocks on nasdaq performed much like their counterparts on the major exchanges 
item0830	The company said it ended talks on a possible business combination 
item0831	And overall the nasdaq composite index is up thirteen percent this year twice as much as the dow jones industrial average 
item0832	"My dear fellow, don't ask me! About everything!" 
item0833	I pursued, reminding myself of poor Adam. 
item0834	"About his ideas of things," I then more charitably added. 
item0835	"You must have heard him to know what I mean--it's unlike anything that ever WAS heard." 
item0836	I coloured, I admit, I overcharged a little, for such a picture was an anticipation of Saltram's later development and still more of my fuller acquaintance with him. 
item0837	However, I really expressed, a little lyrically perhaps, my actual imagination of him when I proceeded to declare that, in a cloud of tradition, of legend, he might very well go down to posterity as the greatest of all great talkers. 
item0838	Before we parted George Gravener had wondered why such a row should be made about a chatterbox the more and why he should be pampered and pensioned. 
item0839	The greater the wind-bag the greater the calamity. 
item0840	Out of proportion to everything else on earth had come to be this wagging of the tongue. 
item0841	We were drenched with talk--our wretched age was dying of it. 
item0842	I differed from him here sincerely,only going so far as to concede, and gladly, that we were drenched with sound. 
item0843	It was not however the mere speakers who were killing us--it was the mere stammerers. 
item0844	Fine talk was as rare as it was refreshing--the gift of the gods themselves, the one starry spangle on the ragged cloak of humanity. 
item0845	How many men were there who rose to this privilege, of how many masters of conversation could he boast the acquaintance? 
item0846	Dying of talk?--why we were dying of the lack of it! 
item0847	Bad writing wasn't talk, as many people seemed to think, and even good wasn't always to be compared to it. 
item0848	From the best talk indeed the best writing had something to learn. 
item0849	I fancifully added that we too should peradventure be gilded by the legend, should be pointed at for having listened, for having actually heard. 
item0850	Gravener, who had glanced at his watch and discovered it was midnight, found to all this a retort beautifully characteristic of him.
