item0000	Tradition requires parental approval for under-age marriage.
item0001	The clumsy customer spilled some expensive perfume. 
item0002	Grand auto slid three to fifteen and one eighth on the American Stock Exchange 
item0003	The company which runs retail automotive stores told Shearson Lehman Brothers its financial adviser to terminate discussions to sell the firm 
item0004	She had your dark suit in greasy wash water all year. 
item0005	Don't ask me to carry an oily rag like that.
item1469	He and his family own about twenty nine percent of the company's class a common shares and about ninety one point five percent of the class B. common .period
item1470	Hearings are under way this week in Alaska on the environmental impact of a U. S. proposal to sell drilling leases in the Beaufort in january nineteen eighty eight .period
item1471	He began fearing a possible dividend cut
item1472	He cites the law of large numbers can you really expect it to grow at large numbers very long
item1473	He doesn't
item1474	He expects the Japanese agent to sell it for two hundred seventy five thousand dollars
item1475	He has been told by the justice department that before long he may be indicted on criminal charges
item1476	He introduced the writing of english in a curriculum that had emphasized Latin
item1477	He is the head of the huge junk bond operation of Drexel Burnham lambert incorporated
item1478	He points out that since the October nineteenth plunge the Dow Jones transportation average has dropped below the low it posted during the crash
item1479	Here are price trends on the world's major stock markets as calculated by morgan stanley capital international perspective Geneva
item1480	He said that for the full year Wang is aiming for an after tax profit equal to three percent to five percent of sales
item1481	He said the company has entered sixteen smaller cellular markets this year and has expanded its financial services work force
item1482	He said the company's goal is to have fifteen percent to twenty percent revenue growth to about three point two billion dollars for the year
item1483	Hollywood executives have said that the accident has led to greater caution in movie production .period
item1484	Honda was down ten to one thousand nine hundred thirty
item1485	How does he find these things out ?question-mark
item1486	How does it all come out ?question-mark
item1487	However ,comma analysts have speculated that it is San Diego -hyphen based home federal savings &ampersand loan association .period
item1488	However ,comma the filing indicated that the group has had "double-quote preliminary discussions "double-quote with a third party in connection with a possible joint acquisition of the company .period
item1489	However investment income which represents thirteen percent of the industry's revenues rose eleven percent in the quarter reflecting gains from the rising stock market
item1490	I don't have any idea whether a recession is around the corner .period
item1491	I don't mean there couldn't be some improvements in the revenue act of nineteen eighty six which took effect this month
item1492	If all twenty million shares were purchased the company's equity would be reduced by about one third
item1493	If defense is excluded march orders rose one percent after a three percent increase in February
item1494	For now they had had two wishes, Beauty and Wealth, and neither had exactly made them happy. 
item1495	But the happening of strange things, even if they are not completely pleasant things, is more amusing than those times when nothing happens
item1496	But meals, and they are not always completely pleasant, especially on the days when it is cold mutton or hash.
item1497	There was no chance of talking things over before breakfast,
item1498	Because everyone overslept itself, as it happened, and it needed a vigorous and determined struggle to get dressed so as to be only ten minutes late for breakfast. 
item1499	During this meal some efforts were made to deal with the question of the Psammead in an impartial spirit, 
item1500	But it is very difficult to discuss anything thoroughly 
item1501	And at the same time to attend faithfully to your baby brother's breakfast needs. 
item1502	The Baby was particularly lively that morning. 
item1503	He not only wriggled his body through the bar of his high chair,
item1504	And hung by his head, choking and purple, but he collared a tablespoon with desperate suddenness, hit Cyril heavily on the head with it, 
item1505	And then cried because it was taken away from him. 
item1506	He put his fat fist in his bread-and-milk, and demanded 'nam', which was only allowed for tea. 
item1507	He sang, he put his feet on the table - he clamoured to 'go walky'.
item1508	The conversation was something like this:
