item0000	Tradition requires parental approval for under-age marriage.
item0001	The clumsy customer spilled some expensive perfume. 
item0002	Grand auto slid three to fifteen and one eighth on the American Stock Exchange 
item0003	The company which runs retail automotive stores told Shearson Lehman Brothers its financial adviser to terminate discussions to sell the firm 
item0004	She had your dark suit in greasy wash water all year. 
item0005	Don't ask me to carry an oily rag like that.
item1789	On an average basis ,comma growth in the nineteen seventies doesn't look too bad .period
item1790	Once the threat of injunction was lifted ,comma Texas air completed the acquisition under its plan to pay sixteen dollars and fifty cents a share for the outstanding shares .period
item1791	One investment officer says Mr. Smith was asked last week what it would take to cut the dividend
item1792	One of the few areas of strong growth earlier in nineteen eighty seven was the new issue market for international equities and equity related bonds
item1793	One of the new P. C.s offers almost double the memory and slightly more storage for eleven percent less than the competing Compaq machine
item1794	Operating profits of the units up for sale weren't disclosed .period
item1795	Other analysts say the fed needs to tighten policy further to support the dollar and prevent inflation
item1796	Others include a joint venture with another company or an employee buy out
item1797	Our earnings are good and we want the payout rate to increase over time a spokeswoman for the Detroit bank holding company said
item1798	Our guess is no
item1799	Overall sales of durable goods intended to last three years or more climbed one point seven percent after a zero point two percent rise in November
item1800	Over the weekend ,comma the company said it will buy as much as twenty six percent of its common between thirty dollars and thirty four dollars a share .period
item1801	Owens Illinois said its share purchases would be financed by existing credit lines and new ones to be arranged
item1802	Pacific Income Trust was the best performer of all funds over five years ,comma turning in an impressive gain of one thousand ,comma three hundred eighteen percent .period
item1803	Pan am must make a critical sixty million dollar payment to its pension trust fund by september fifteenth ,comma the union said .period
item1804	Pattern processing makes machine vision systems for use in automated inspections
item1805	Payments charged as late as April fifteenth would meet the I. R. S. deadline
item1806	People don't vote primarily on the basis of issues he says
item1807	Per share earnings for the fiscal year fell about twenty one percent the company estimated reflecting an eighteen percent increase in average shares outstanding
item1808	Phillips Petroleum Corporation's profit meanwhile plunged sixty three percent amid weak natural gas prices
item1809	Philosophers of education *often* differ in their views on the nature of knowledge
item1810	P. might be reluctant to proceed with its seventy dollar -hyphen a -hyphen share offer in the face of outright opposition from the outside directors .period
item1811	Premium growth resulted primarily from rate increases on commercial liability lines .period
item1812	Preparing for its nineteen ninety two deadline ,comma the E. C. recently agreed to drop barriers to cross -hyphen border capital flows .period
item1813	Previously the department said orders fell zero point three percent in may .period
item1814	Adventures dogged their footsteps. 
item1815	A boy with a bundle of faggots on his back dropped his bundle by the roadside and asked to look at the Baby, and then offered to carry him; 
item1816	but Anthea was not to be caught that way twice. 
item1817	They all walked on, but the boy followed, and Cyril and Robert couldn't make him go away till they had more than once invited him to smell their fists. 
item1818	Afterwards a little girl in a blue-and-white checked pinafore actually followed them for a quarter of a mile crying for 'the precious Baby', 
item1819	and then she was only got rid of by threats of tying her to a tree in the wood with all their pocket-handkerchiefs. 
item1820	'So that the bears can come and eat you as soon as it gets dark,' said Cyril severely. 
item1821	Then she went off crying. 
item1822	It presently seemed wise, to the brothers and sisters of the Baby, who was wanted by everyone, to hide in the hedge whenever they saw anyone coming, 
item1823	And thus they managed to prevent the Lamb from arousing the inconvenient affection of a milkman, a stone-breaker, 
item1824	And a man who drove a cart with a paraffin barrel at the back of it. 
item1825	They were nearly home when the worst thing of all happened. 
item1826	Turning a corner suddenly they came upon two vans, a tent, and a company of gipsies encamped by the side of the road. 
item1827	The vans were hung all round with wicker chairs and cradles, and flower-stands and feather brushes. 
item1828	A lot of ragged children were industriously making dust-pies in the road, two men lay on the grass smoking,
