item0000	Tradition requires parental approval for under-age marriage.
item0001	The clumsy customer spilled some expensive perfume. 
item0002	Grand auto slid three to fifteen and one eighth on the American Stock Exchange 
item0003	The company which runs retail automotive stores told Shearson Lehman Brothers its financial adviser to terminate discussions to sell the firm 
item0004	She had your dark suit in greasy wash water all year. 
item0005	Don't ask me to carry an oily rag like that.
item1429	Five former asbestos makers had sued their seventy -hyphen odd insurers over who should pay the claims .period
item1430	Ford's share rose to twenty point eight percent Chrysler's to eleven point four percent and Honda's to ten point two percent
item1431	Foreigners are back and negotiating with the Chinese will be as tough as ever
item1432	For example the company plans big discounts on the new one thousand six hundred ninety five dollar machine for schools a main Apple market
item1433	For example the government would like to know more about the way elderly people move from independent living to community care to perhaps a nursing home or hospital
item1434	For its efforts Drexel will get according to western union's proxy statement a twenty five point four million dollar fee
item1435	For now ,comma however ,comma Japanese manufacturers are managing to adjust to what would have seemed ,comma a couple of years ago ,comma an impossible situation .period
item1436	For one thing there is currently a shortage of channel capacity at many cable systems
item1437	For taxpayers the chief advantage of paying by their credit cards would be extra time to pay
item1438	For the first time in years the Republicans also captured both houses of Congress
item1439	For the Korean economy he favors free trade
item1440	Founded last October New York's body positive already has sixteen groups meeting every two weeks
item1441	From America china looked good
item1442	Frontier savings is based in Las Vegas
item1443	Furniture sales fell zero point five percent after rising zero point two percent
item1444	Gillette appears to have won a narrow victory in its proxy fight with the Coniston Partners .period
item1445	Gillette is again a target of a major corporate raider
item1446	G. M.'s share of the total car market fell to thirty five point six percent from thirty nine point two percent
item1447	Graco jumped six and one quarter to thirty one and three quarters .period
item1448	Has exposure really been reduced
item1449	He added that political considerations didn't play a significant role .period
item1450	He adds that more effort should be made to realize a fair distribution of income but he is short on specifics
item1451	He also told them the company is hiring investment bankers to look into such a sale .period
item1452	Health care inflation for instance hasn't dropped below six percent annually and the cost of education has risen even faster
item1453	He and his family own about twenty nine percent of the company's class a common shares and about ninety one point five percent of the class B. common
item1454	You'll hear about this again, young man! 
item1455	I told you they hadn't got any gold, when you were pretending to see it in their poor helpless hands. 
item1456	It's early in the day for a constable on duty not to be able to trust his own eyes. 
item1457	As to the other one, the less said the better; 
item1458	he keeps the Saracen's Head, and he knows best what his liquor's like.'
item1459	'Take them away, for goodness' sake,' said the inspector crossly. 
item1460	But as they left the police-station he said, 
item1461	'Now then!' to the policeman and Mister Pease- marsh, and he said it twenty times as crossly as he had spoken to Martha.
item1462	Martha was as good as her word. 
item1463	She took them home in a very grand carriage, because the carrier's cart was gone, 
item1464	Though she had stood by them so nobly with the police, 
item1465	she was so angry with them as soon as they were alone for 'trapseing into Rochester by themselves', 
item1466	That none of them dared to mention the old man with the pony-cart from the village who was waiting for them in Rochester. 
item1467	And so, after one day of boundless wealth, the children found themselves sent to bed in deep disgrace, 
item1468	And only enriched by two pairs of cotton gloves, dirty inside because of the state of the hands they had been put on to cover, an imitation crocodile-skin purse, and twelve penny buns long since digested.
