item0000	Tradition requires parental approval for under-age marriage.
item0001	The clumsy customer spilled some expensive perfume. 
item0002	Grand auto slid three to fifteen and one eighth on the American Stock Exchange 
item0003	The company which runs retail automotive stores told Shearson Lehman Brothers its financial adviser to terminate discussions to sell the firm 
item0004	She had your dark suit in greasy wash water all year. 
item0005	Don't ask me to carry an oily rag like that.
item0502	As of late yesterday that bill appeared stalled analysts said 
item0503	The company said it would begin a dutch auction later this week for as many as forty million shares or twenty six percent of its shares outstanding 
item0504	All four companies say their clientele are mostly of more established wealth and will likely keep spending 
item0505	"double-quote see that machine .Period 
item0506	Especially money .Period 
item0507	Everybody else in town will tell you otherwise 
item0508	Though there was little evidence the stock market plunge had affected sales ,comma the outlook remains uncertain .Period 
item0509	An election to choose convention delegates would be like a special election to pick a new congress 
item0510	The discount rate on the three month treasury bill fell as low as seven point six four percent but was quoted late friday at seven point eight six percent 
item0511	"double-quote a tall ,comma dark ,comma handsome M.B.A. will win over a short ,comma fat M.B.A. .Period "double-quote 
item0512	Even so the U.S. has indicated that it wants Japan to take better care of how Japanese technology is sold around the world 
item0513	Volume totaled eight million ,comma one hundred sixty thousand shares ,comma up from seven million ,comma four hundred fifty thousand monday .Period 
item0514	British law requires companies to obtain holder approval before initiating buy -hyphen backs .Period 
item0515	But some orthopedic specialists don't think the devices work ,comma the company acknowledged .Period 
item0516	Even if Mr. gorbachev should deliver his promised reforms there is reason to doubt he will be able to meet payments on all these new loans 
item0517	The decline was slightly larger than the one point five percent slump that had been expected by many analysts .Period 
item0518	A computer printout tells him what stocks to buy .Period 
item0519	But Mr. mcconnell in response said he believed that at least seven thousand units have been lost since nineteen eighty 
item0520	But with the imported dogs came problems .Period 
item0521	The need for economy has also held to a handful the expensive but all important longitudinal surveys that follow a group of people over many years 
item0522	U.S. car sales fell ten point one percent in early november from a year ago 
item0523	Where else in the third world is there so much energy and progress as in china 
item0524	A. F. G. industries shares closed at twenty eight point three seven five dollars ,comma up thirty seven point five cents .Period 
item0525	Chris -hyphen craft industries incorporated ,comma warner's largest shareholder ,comma has filed suit to delay the merger ,comma charging that it violates chris -hyphen craft's shareholder agreement with warner .Period 
item0526	The fed won't disclose whether any decision was reached at last week's meeting until its customary delay of six to eight weeks .Period 
item0527	But by and by pap got too handy with his hick'ry, and I couldn't stand it. 
item0528	I was all over welts.  
item0529	He got to going away so much, too, and locking me in.  
item0530	Once he locked me in and was gone three days.  
item0531	It was dreadful lonesome.  
item0532	I judged he had got drownded, and I wasn't ever going to get out any more.  
item0533	I was scared.  
item0534	I made up my mind I would fix up some way to leave there.  
item0535	I had tried to get out of that cabin many a time, but I couldn't find no way.  
item0536	There warn't a window to it big enough for a dog to get through.  
item0537	I couldn't get up the chimbly; it was too narrow.  
item0538	The door was thick, solid oak slabs.  Pap was pretty careful not to leave a knife or anything in the cabin when he was away;
item0539	I reckon I had hunted the place over as much as a hundred times; 
item0540	Well, I was most all the time at it, because it was about the only way to put in the time.  
item0541	But this time I found something at last; I found an old rusty wood-saw without any handle; 
item0542	It was laid in between a rafter and the clapboards of the roof. 
item0543	I greased it up and went to work.  
item0544	There was an old horse-blanket nailed against the logs at the far end of the cabin behind the table, 
item0545	To keep the wind from blowing through the chinks and putting the candle out.  
item0546	I got under the table and raised the blanket, and went to work to saw a section of the big bottom log out big enough to let me through.  
item0547	Well, it was a good long job, but I was getting towards the end of it when I heard pap's gun in the woods.  
item0548	I got rid of the signs of my work, and dropped the blanket and hid my saw, and pretty soon pap come in.
