item0000	Tradition requires parental approval for under-age marriage.
item0001	The clumsy customer spilled some expensive perfume. 
item0002	Grand auto slid three to fifteen and one eighth on the American Stock Exchange 
item0003	The company which runs retail automotive stores told Shearson Lehman Brothers its financial adviser to terminate discussions to sell the firm 
item0004	She had your dark suit in greasy wash water all year. 
item0005	Don't ask me to carry an oily rag like that.
item1549	Increasingly people who test positive join the support groups that have sprung up across the country in the past year
item1550	Increasing military activity in the Persian Gulf is viewed as a potential threat to the oil shipped through those waters .period
item1551	Individuals can borrow as much as fifty million yen .period
item1552	Industry analysts expect the market to double when it becomes available to residential customers
item1553	Industry analysts value the company at about six hundred fifty million dollars
item1554	In Europe an American can at least read street signs
item1555	In fiscal nineteen eighty seven Wang had a loss of seventy point seven million dollars on revenue of two point eight four billion dollars
item1556	In futures trading municipal bonds for June delivery rose six thirty seconds to eight thousand five hundred twenty seven
item1557	In general ,comma he said ,comma there isn't any significant difference in Korea between the views of business and those of government .period
item1558	Initial wall street enthusiasm has surprised even privatization advocates
item1559	In January the Beaverton Oregon toy maker disclosed talks concerning its possible takeover by a third party who proposed a friendly transaction
item1560	In japan it's all Greek so to speak
item1561	In many ways that's just what u. b. s. has done since Mr. Senn was named president in nineteen eighty
item1562	In may ,comma however ,comma orders were practically unchanged .period
item1563	In mid -hyphen January ,comma the company said its banks agreed to a reduced repayment of their loans ,comma which total two hundred seventy three million dollars .period
item1564	In national over -hyphen the over counter trading ,comma united artists closed at twenty four dollars and fifty cents ,comma unchanged .period
item1565	In national over the counter trading information resources closed at twenty one dollars up two point one two five dollars
item1566	In New York stock exchange composite trading Friday ,comma the company's stock closed at twenty three point one two five dollars ,comma unchanged .period
item1567	In New York stock exchange composite trading Friday the company's stock closed at twenty three point one two five dollars unchanged
item1568	In New York stock exchange composite trading yesterday ,comma allied -hyphen signal closed at forty two point eight seven five dollars ,comma up seventy five cents .period
item1569	In New York stock exchange composite trading yesterday ,comma united cable closed twenty three point eight seven five dollars ,comma up one dollar and seventy five cents .period
item1570	In New York stock exchange composite trading yesterday the company's stock rose sixty two point five cents to nineteen point six two five dollars
item1571	In nineteen eighty four ,comma the company won several multimillion -hyphen dollar accounts ,comma and sales and earnings soared .period
item1572	In nineteen eighty four the company won several multimillion dollar accounts and sales and earnings soared
item1573	In nineteen eighty nine ,comma fifty five full -hyphen time positions will be eliminated ,comma presumably through attrition ,comma and fifty one people who work under contract will be cut .period
item1574	When the frock was darned, the start for the gravel-pit was delayed by Martha's insisting on everybody's washing its hands - which was nonsense, 
item1575	Because nobody had been doing anything at all, except Jane, and how can you get dirty doing nothing? 
item1576	That is a difficult question, and I cannot answer it on paper. 
item1577	In real life I could very soon show you - or you me, which is much more likely.
item1578	During the conversation in which the six ears were lent 
item1579	There were four children, so THAT sum comes right, 
item1580	It had been decided that fifty pounds in two-shilling pieces was the right wish to have. 
item1581	And the lucky children, who could have anything in the wide world by just wishing for it, 
item1582	Hurriedly started for the gravel-pit to express their wishes to the Psammead. 
item1583	Martha caught them at the gate, and insisted on their taking the Baby with them.
item1584	'Not want him indeed! Why, everybody 'should want him, a duck! 
item1585	With all their hearts they would; 
item1586	And you know you promised your ma to take him out every blessed day,' said Martha.
item1587	'I know we did,' said Robert in gloom, 'but I wish the Lamb wasn't quite so young and small. 
item1588	It would be much better fun taking him out.'
