item0000	Tradition requires parental approval for under-age marriage.
item0001	The clumsy customer spilled some expensive perfume. 
item0002	Grand auto slid three to fifteen and one eighth on the American Stock Exchange 
item0003	The company which runs retail automotive stores told Shearson Lehman Brothers its financial adviser to terminate discussions to sell the firm 
item0004	She had your dark suit in greasy wash water all year. 
item0005	Don't ask me to carry an oily rag like that.
item1349	"Double-quote I’m very ambitious ,comma "double-quote he says .period
item1350	"Double-quote in fairness ,comma we ought to keep what had been collected ,comma "double-quote he says .period
item1351	"Double-quote institutional investors fueled the rise by shifting assets to the funds in response to declining rates available on short -hyphen term securities in the market .period
item1352	"Double-quote it is the generic stand -hyphen in for the social problems of our age ,comma "double-quote Mr. Murray writes .period
item1353	"Double-quote it's not quality paper .period
item1354	"Double-quote it wasn't a tremendous growth -hyphen oriented business ,comma "double-quote the spokesman said .period
item1355	"Double-quote i will have the means ,comma "double-quote he said .period
item1356	"Double-quote I wouldn't be surprised to see someone take a run at us ,comma "double-quote said one Salomon manager .period
item1357	"double-quote let me assure you that your concerns are my concerns .period "double-quote
item1358	"Double-quote let me assure you that your concerns are my concerns .period "double-quote
item1359	"Double-quote since there are no buyers around to absorb whatever selling takes place ,comma there's no bargain -hyphen hunting .period
item1360	"double-quote solve the riddle of poverty ,comma we have often seemed to hope ,comma and the rest of our problems will solve themselves .period "double-quote
item1361	"Double-quote that's the wrong answer ,comma "double-quote Mr. Smith conceded .period
item1362	"Double-Quote the big question mark is :colon what exactly are the Saudi goals ?question-mark
item1363	"Double-Quote the logic apparently is that we'll have to raise our rates to defend the dollar ,comma "double-quote said peter Canelo ,comma a portfolio strategist at bear Stearns .period
item1364	"Double-quote this sort of fund doesn't provide the highest short -hyphen term return in bull markets ,comma "double-quote he says .period
item1365	"Double-quote we had fifty years of precedent that a flat tax was legal .period
item1366	"Double-quote we'll let the courts determine the fair value of our shares ,comma "double-quote said Mr. Klein .period
item1367	"Double-quote you don't have the building of renewed interest in the market ,comma "double-quote she said .period
item1368	Drexel Burnham Lambert incorporated was lead underwriter
item1369	Earnings were helped by lower tax rates and by engineering and construction contracts for roads and environmental contracts sparked by regulatory requirements .period
item1370	Economists at Merrill Lynch note that wholesale prices have risen about two percentage points more than retail prices in the past year .period
item1371	Economists were encouraged by a one point six percent increase in new orders for non defense capital goods an important indicator of future business investment
item1372	E. G. climbed two point four oh to two hundred ten point four oh
item1373	Elders brewing will be based outside Australia because seventy percent of its assets are in Britain and Canada
item1374	Speechless with rage and horror, the four children were driven along the streets of Rochester. 
item1375	Tears of anger and shame blinded them, so that when Robert ran right into a passer-by he did not recognize her till a well--known voice said, 'Well, if ever I did!
item1376	Oh, Master Robert, whatever have you been a doing of now?' 
item1377	And another voice, quite as well known, said, 'Panty; want go own Panty!'
item1378	They had run into Martha and the baby!
item1379	Martha behaved admirably. 
item1380	She refused to believe a word of the policeman's story, or of Mister Peasemarsh's either, even when they made Robert turn out his pockets in an archway and show the guineas.
item1381	'I don't see nothing,' she said. 
item1382	'You've gone out of your senses, you two! 
item1383	There aren't any gold there - only the poor child's hands, all over crock and dirt, and like the very chimbley. 
item1384	Oh, that I should ever see the day!'
item1385	And the children thought this very noble of Martha, even if rather wicked, 
item1386	Till they remembered how the Fairy had promised that the servants should never notice any of the fairy gifts. 
item1387	So of course Martha couldn't see the gold, and so was only speaking the truth, and that was quite right, of course, but not extra noble.
item1388	It was getting dusk when they reached the police-station.
