item0000	Tradition requires parental approval for under-age marriage.
item0001	The clumsy customer spilled some expensive perfume. 
item0002	Grand auto slid three to fifteen and one eighth on the American Stock Exchange 
item0003	The company which runs retail automotive stores told Shearson Lehman Brothers its financial adviser to terminate discussions to sell the firm 
item0004	She had your dark suit in greasy wash water all year. 
item0005	Don't ask me to carry an oily rag like that.
item0549	The rise in that category in july was led by increased orders for aircraft and parts nonelectrical machinery lumber and furniture 
item0550	"double-quote I want to say without qualification that burger king is central to pillsbury .Period 
item0551	As reported previously ,comma Mr. spangler pleaded guilty last november to two counts of mail and wire fraud related to defrauding five clients of two hundred ninety seven thousand dollars .Period 
item0552	Customers of telerate receive the dow jones news service as part of the package .Period 
item0553	But the dollar's twenty percent decline against the french franc since december nineteen eighty five could have inflated the company's effective production costs by about the same percentage .Period 
item0554	"double-quote I'm sorry about that ,comma "double-quote he said thirty seconds later .Period 
item0555	A. Z. T. is marketed under the name retrovir by burroughs -hyphen wellcome company ,comma at an annual retail dosage cost of about ten thousand dollars .Period 
item0556	But many tibetans consider the dalai lama to be their rightful political leader as well ,comma something the chinese can't accept .Period 
item0557	A national museum burns only days before its dedication due to faulty wiring 
item0558	The dollar was little changed 
item0559	What can the federal reserve do now 
item0560	Drexel Burnham Lambert incorporated led the underwriters .Period 
item0561	Union officials expect ratification 
item0562	The group also discussed purchasing the third party's shares in beverly ,comma the filing said .Period 
item0563	Despite the government's official expectations private economists had been predicting that growth in the most recent fiscal year would be below even the revised target 
item0564	The rate on the latest three month bills declined to six point four three percent bid from an average of six point five three percent set at tuesday's auction 
item0565	"double-quote this time ,comma debates are going to be the new dynamic factor in American politics .Period 
item0566	A year earlier G.M. hughes had first quarter profit of one hundred sixteen point two million dollars or seventy seven cents a share 
item0567	As for the U.S. comments on german inflation a typical german might respond zero inflation 
item0568	Computers and modern telecommunications have made it impossible to retain a balkanized financial service industry 
item0569	Colonel ochoa :colon the U.S. changes its policy every four years .Period 
item0570	We believe program trading is important as a source of liquidity morgan stanley said 
item0571	"double-quote I do not see any signs of an imminent recession ,comma "double-quote he said at a conference here .Period 
item0572	The producer price index report is expected to show an increase of about zero point three percent .Period 
item0573	A certain percentage of our clients would like to have that option 
item0574	So I took my paddle and slid out from shore just a step or two, and then let the canoe drop along down amongst the shadows.  
item0575	The moon was shining, and outside of the shadows it made it most as light as day.
item0576	I poked along well on to an hour, everything still as rocks and sound asleep. 
item0577	Well, by this time I was most down to the foot of the island.  
item0578	A little ripply, cool breeze begun to blow, and that was as good as saying the night was about done.  
item0579	I give her a turn with the paddle and brung her nose to shore; then I got my gun and slipped out and into the edge of the woods.  
item0580	I sat down there on a log, and looked out through the leaves.  
item0581	I see the moon go off watch, and the darkness begin to blanket the river. 
item0582	But in a little while I see a pale streak over the treetops,and knowed the day was coming.  
item0583	So I took my gun and slipped off towards where I had run across that camp fire, stopping every minute or two to listen.  
item0584	But I hadn't no luck somehow; I couldn't seem to find the place.  
item0585	But by and by, sure enough, I catched a glimpse of fire away through the trees.  
item0586	I went for it, cautious and slow.  
item0587	By and by I was close enough to have a look, and there laid a man on the ground.  
item0588	It most give me the fan-tods. 
item0589	He had a blanket around his head, and his head was nearly in the fire.  
item0590	I set there behind a clump of bushes, in about six foot of him, and kept my eyes on him steady.  
item0591	It was getting gray daylight now.  
item0592	Pretty soon he gapped and stretched himself and hove off the blanket, and it was Miss Watson's Jim!  
item0593	I bet I was glad to see him.  
item0594	I says: "Hello, Jim!" and skipped out.
