item0000	Tradition requires parental approval for under-age marriage.
item0001	The clumsy customer spilled some expensive perfume. 
item0002	Grand auto slid three to fifteen and one eighth on the American Stock Exchange 
item0003	The company which runs retail automotive stores told Shearson Lehman Brothers its financial adviser to terminate discussions to sell the firm 
item0004	She had your dark suit in greasy wash water all year. 
item0005	Don't ask me to carry an oily rag like that.
item0456	Advisers hope for progress on arms control ,comma perhaps including a reagan -hyphen gorbachev summit in the U.S. .Period 
item0457	Ashland was shocked to learn of Mr. atkinson's involvement the spokeswoman said 
item0458	The ruling came in a trial billed as the nation's largest ever in terms of the number of participants .Period 
item0459	"double-quote I sent in six cards myself ,comma "double-quote the pilot said ,comma including some involving insufficient takeoff power because of mechanical problems .Period 
item0460	At that point nestle decided to launch its bid Mr. maucher said 
item0461	The order issued late wednesday by judge diana murphy stems from a suit filed in federal court last month by the union representing the machinists 
item0462	Don nelson ,comma who was the governor's chief of staff ,comma asks ,comma repeating the most popular question in nebraska politics today .Period 
item0463	Contrary to a view fashionable in many circles of the colombo elite ,comma the J.V.P. has not caused the present insurgency .Period 
item0464	They were sold to underwriters led by prudential bache securities incorporated 
item0465	A royal bank spokesman said there weren't any talks currently under way between the company and gundy .Period 
item0466	Why should someone buy it ?question-mark "double-quote the geneva manager said .Period 
item0467	"double-quote the statute allows for a great deal of latitude ,comma "double-quote agrees arthur christy ,comma the first special prosecutor appointed under the nineteen seventy eight law .Period 
item0468	"double-quote but the party should allow people to air different opinions ,comma "double-quote he says .Period 
item0469	Volume totaled a fairly active seven hundred four point eight million shares ,comma up from five hundred ninety one point eight million friday .Period 
item0470	The hearings are one of several stages required before the auction can take place .Period 
item0471	The finance ministry is considering doing away with a rule that requires investors who intend to acquire controlling stakes in Japanese companies to report directly to the finance ministry 
item0472	"double-quote the board considered virtually everything ,comma "double-quote said johnny w. thompson ,comma pillsbury's spokesman .Period 
item0473	Advertisers are confused 
item0474	Under terms previously reported the italian agricultural concern assumed about one hundred ninety five million dollars in subordinated debt as part of the transaction 
item0475	"double-quote some are unfair competition against the regular farmer who's trying to make a buck .Period "double-quote 
item0476	A savannah electric spokesman said the *acquisition* by southern will allow the company to achieve the some of the same results in a more efficient manner .Period 
item0477	Burger king U.S. a. ,comma pillsbury's biggest single business ,comma also remains its largest problem .Period 
item0478	Doctors are trained to deal with disease not health 
item0479	The company said the three groups will operate as a unit .Period 
item0480	Could sell fisher price toys if threatened .Period 
item0481	We played robber now and then about a month, and then I resigned.  
item0482	All the boys did.  
item0483	We hadn't robbed nobody, hadn't killed any people, but only just pretended.  
item0484	We used to hop out of the woods and go charging down on hog-drivers and women in carts taking garden stuff to market, but we never hived any of them.  
item0485	Tom Sawyer called the hogs "ingots," and he called the turnips and stuff "julery," 
item0486	And we would go to the cave and powwow over what we had done, and how many people we had killed and marked.  
item0487	But I couldn't see no profit in it.  
item0488	One time Tom sent a boy to run about town with a blazing stick, which he called a slogan (which was the sign for the Gang to get together), 
item0489	And then he said he had got secret news by his spies that next day a whole parcel of Spanish merchants 
item0490	And rich A-rabs was going to camp in Cave Hollow with two hundred elephants, and six hundred camels, and over a thousand "sumter" mules, 
item0491	All loaded down with diamonds, and they didn't have only a guard of four hundred soldiers, 
item0492	And so we would lay in ambuscade, as he called it, and kill the lot and scoop the things.  
item0493	He said we must slick up our swords and guns, and get ready.  
item0494	He never could go after even a turnip-cart but he must have the swords and guns all scoured up for it,
item0495	Though they was only lath and broomsticks, and you might scour at them till you rotted, and then they warn't worth a mouthful of ashes more than what they was before.  
item0496	I didn't believe we could lick such a crowd of Spaniards and Arabs, but I wanted to see the camels and elephants,
item0497	So I was on hand next day, Saturday, in the ambuscade; and when we got the word we rushed out of the woods and down the hill.  
item0498	But there was not no Spaniards and Arabs, and there was not no camels nor no elephants.
item0499	It was not anything but a Sunday-school picnic, and only a primer-class at that.  
item0500	We busted it up, and chased the children up the hollow; but we never got anything but some doughnuts and jam, 
item0501	Though Ben Rogers got a rag doll, and Jo Harper got a hymn-book and a tract; and then the teacher charged in, and made us drop everything and cut.
