item0000	Tradition requires parental approval for under-age marriage.
item0001	The clumsy customer spilled some expensive perfume. 
item0002	Grand auto slid three to fifteen and one eighth on the American Stock Exchange 
item0003	The company which runs retail automotive stores told Shearson Lehman Brothers its financial adviser to terminate discussions to sell the firm 
item0004	She had your dark suit in greasy wash water all year. 
item0005	Don't ask me to carry an oily rag like that.
item0565	In the nineteen eighty five quarter the owner and operator of health maintenance organizations earned six point nine million dollars or twenty four cents a share 
item0566	In the past year ,comma five other global companies have either bought U.S. tire makers or expanded U.S. plants .Period 
item0567	In the previous four years annual increases were well below three percent 
item0568	In today's market they are almost never available 
item0569	Investigators are looking into factors other than weather in the denver crash of a continental airlines jet sunday in which twenty seven were killed and fifty five hurt .Period 
item0570	Investors use short interest figures to determine how much short selling is going on in individual stocks 
item0571	In yesterday's release the department also revised the september performance to a zero point two percent rise after previously reporting it unchanged 
item0572	I said give me a price and they said no 
item0573	It adds to the support for the trade bill getting through he said 
item0574	It also owns three state business magazines in florida georgia and arizona 
item0575	It also proposed raising margin and capital requirements for trading on the futures exchanges 
item0576	It can sign onto the plan file a competing plan or take a completely passive role that neither endorses nor opposes a plan 
item0577	It can't compete .Period 
item0578	It didn't elaborate 
item0579	It does call for eliminating some government obstacles to the development of a healthy long term care insurance market 
item0580	It does talk about the general municipal bond market though 
item0581	It followed a revised increase of zero point two percent in october .Period 
item0582	It had forecast a nineteen eighty six fourth quarter loss of eighteen million dollars to twenty two million dollars 
item0583	It had fourteen point five million common shares outstanding before the issue 
item0584	It had sales of ninety one point five million dollars in the nineteen eighty six third quarter 
item0585	It has since rebounded to seven hundred forty five point five seven where it closed friday losing four point five seven points in the session 
item0586	I think we have to open our markets 
item0587	It is generally acknowledged that the sanctions already in place have caused thousands of black South Africans to lose their jobs .Period 
item0588	It isn't clear yet whether the campaign works 
item0589	It is the generic stand -hyphen in for the social problems of our age ,comma "double-quote Mr. murray writes .Period 
item0590	The boys said it was nonsense, 
item0591	And the law of England couldn't put you in prison for just being as beautiful as the day, 
item0592	But all the same they followed the others out into the lane.
item0593	'We shall be our proper selves after sunset, I suppose,' said Jane.
item0594	'I don't know,' Cyril said sadly; 
item0595	'It mayn't be like that now - things have changed a good deal since Megatherium times.'
item0596	'Oh,' cried Anthea suddenly, 'perhaps we shall turn into stone at sunset, like the Megatheriums did, 
item0597	So that there mayn't be any of us left over for the next day.'
item0598	She began to cry, so did Jane. 
item0599	Even the boys turned pale. 
item0600	No one had the heart to say anything.
item0601	It was a horrible afternoon. 
item0602	There was no house near where the children could beg a crust of bread or even a glass of water. 
item0603	They were afraid to go to the village, because they had seen Martha go down there with a basket, and there was a local constable. 
item0604	True, they were all as beautiful as the day, but that is a poor comfort when you are as hungry as a hunter and as thirsty as a sponge.
