item0000	Tradition requires parental approval for under-age marriage.
item0001	The clumsy customer spilled some expensive perfume. 
item0002	Grand auto slid three to fifteen and one eighth on the American Stock Exchange 
item0003	The company which runs retail automotive stores told Shearson Lehman Brothers its financial adviser to terminate discussions to sell the firm 
item0004	She had your dark suit in greasy wash water all year. 
item0005	Don't ask me to carry an oily rag like that.
item0885	Sources say at least two bidders had some doubts about citicorp's performance numbers .Period 
item0886	Southern company eased one quarter to twenty four on heavy volume .Period 
item0887	So what did the Japanese do ?question-mark 
item0888	Spokesmen for both companies said they ended the negotiations because it appeared that the merger wouldn't be completed by that date 
item0889	Standard's seven outside directors form a minority of the company's fifteen -hyphen member board .Period 
item0890	State officials however say the airlines have indicated they will comply with most of the standards as long as competitors do 
item0891	Sterling drug incorporated increased the quarterly dividend fifteen percent to thirty eight cents a share from thirty three cents 
item0892	Stock and bond prices fell friday amid concern about lack of progress in the budget 
item0893	Stocks also plunged on rate fears .Period 
item0894	Stocks fell in nervous trading while bonds were narrowly mixed 
item0895	Stocks rebounded sharply pushing the dow jones industrials up a record seventy five point two three points to two thousand five hundred sixty eight point oh five 
item0896	Student loan marketing association -dash seventy million dollars of eight and three quarters percent option principal redemption notes ,comma due august twenty second ,comma two thousand ,comma priced at par .Period 
item0897	Such activity has all but ended since stock prices plunged the analysts say 
item0898	Such a rule change effectively would remove one technicality that could slow a takeover attempt 
item0899	Such worries have a historical basis :colon several western firms that helped the Soviet government after the nineteen seventeen revolution later had their assets here confiscated .Period 
item0900	Superior industries international fell three and one quarter to fifteen and one half 
item0901	Taken together ,comma shearson -hyphen hutton will have nearly forty billion dollars in mutual fund assets ,comma ranking in number two among brokers .Period 
item0902	Taken together ,comma shearson -hyphen hutton will have nearly forty billion dollars in mutual fund assets ,comma ranking it number two among brokers .Period 
item0903	Testimony concluded this week and closing arguments are scheduled to begin monday 
item0904	Texaco has three choices a company adviser says 
item0905	Texaco incorporated which has had one of the worst records of the big integrated oil companies replaced seventy percent of its production last year 
item0906	That compared with ninety four and seven eighths to yield ten point three three percent late wednesday .Period 
item0907	That could take years 
item0908	That doesn't mean Mr. Icahn has committed any wrongdoing 
item0909	That gives him voting control over seventy five percent of the company's common 
item0910	It made its skinny arms so long, and waved them so frighteningly,
item0911	That the children ran as hard as they could towards the road by which carts used to come to the gravel-pits. 
item0912	Only Anthea had presence of mind enough to shout a timid 'Good-morning, I hope your whisker will be better to-morrow,' as she ran.
item0913	On the road they turned and looked back, and they had to shut their eyes, and open them very slowly, a little bit at a time, 
item0914	Because the sight was too dazzling for their eyes to be able to bear it. 
item0915	It was something like trying to look at the sun at high noon on Midsummer Day. 
item0916	For the whole of the sand-pit was full, right up to the very top, with new shining gold pieces, 
item0917	And all the little sand-martins' little front doors were covered out of sight. 
item0918	Where the road for the carts wound into the gravel-pit the gold lay in heaps like stones lie by the roadside, 
item0919	And a great bank of shining gold shelved down from where it lay flat and smooth between the tall sides of the gravel-pit. 
item0920	And all the gleaming heap was minted gold. 
item0921	And on the sides and edges of these countless coins the midday sun shone and sparkled, 
item0922	And glowed and gleamed till the quarry looked like the mouth of a smelting furnace, 
item0923	Or one of the fairy halls that you see sometimes in the sky at sunset.
item0924	The children stood with their mouths open, and no one said a word.
