item0000	Tradition requires parental approval for under-age marriage.
item0001	The clumsy customer spilled some expensive perfume. 
item0002	Grand auto slid three to fifteen and one eighth on the American Stock Exchange 
item0003	The company which runs retail automotive stores told Shearson Lehman Brothers its financial adviser to terminate discussions to sell the firm 
item0004	She had your dark suit in greasy wash water all year. 
item0005	Don't ask me to carry an oily rag like that.
item0805	Proposals would allow european financial institutions to set up shop anywhere in the twelve -hyphen nation bloc ,comma deferring regulation to home -hyphen country authorities .Period 
item0806	Rates are expected to remain at those levels or move a little higher this week at the treasury department's quarterly auction 
item0807	Rates fell on short term treasury bills 
item0808	Realized capital gains increased forty two percent to nine hundred nine million dollars from six hundred forty point nine million dollars 
item0809	Recognition said it reorganized its U.S. businesses into three units :colon sales and service ,comma federal government sales ,comma and the sales development and special products .Period 
item0810	Reducing the number of shares usually boosts per -hyphen share earnings .Period 
item0811	Regulators aren't allowing the utility an eighteen percent owner in the project to pass that along to customers 
item0812	Representatives for the two importers said the programs have ended and new incentives haven't been announced 
item0813	Revenue in the quarter more than doubled to three hundred sixty two point four million dollars from one hundred forty nine point two million dollars 
item0814	R.L.I. corporation a peoria illinois based insurance holding company will begin trading friday on the big board under the symbol R.L.I. 
item0815	Robert farrell director of technical analysis at Merrill Lynch takes dow theory into consideration when studying the market but it's not his sole forecasting tool 
item0816	Robins said Mr. Wolf forty three years old is leaving after thirteen years with the company for a position with a texas health care concern 
item0817	Salant shares closed unchanged on the big board at nine dollars and seventy five cents 
item0818	Sales in stores open more than one year increased six point seven percent to ten point five million dollars from nine point eight million dollars .Period 
item0819	Sales of building materials increased one point three percent after a one point one percent drop 
item0820	Sales of imported models remained sluggish .Period 
item0821	Sears has approved the buy back of as many as forty million of its common shares outstanding 
item0822	Second ,comma did admiral poindexter believe what he and colonel north were doing was legal ?question-mark 
item0823	Second did admiral poindexter believe what he and colonel north were doing was legal 
item0824	Senate finance chairman lloyd bentsen d. texas said he would speed up work on the package because of the crash 
item0825	Sending the refugees back isn't their idea it's just what the opposition politicians are saying in our country these days 
item0826	Separately ,comma hearings began into the august sixteenth crash of a northwest airlines jet that killed one hundred fifty six near detroit .Period 
item0827	Separately ,comma shell oil company's net income rose twenty one percent .Period 
item0828	Separately shell oil company's net income rose twenty one percent 
item0829	Separately the government said retail sales climbed zero point six percent in february 
item0830	Everyone drew a deep breath of satisfaction, for now of course it couldn't have been a dream.
item0831	The Psammead sat up and shook the sand out of its fur.
item0832	'How's your left whisker this morning?' said Anthea politely.
item0833	'Nothing to boast of,' said it, 'it had rather a restless night. 
item0834	But thank you for asking.'
item0835	'I say,' said Robert, 'do you feel up to giving wishes to-day,
item0836	Because we very much want an extra besides the regular one? 
item0837	The extra has a very little one,' he added reassuringly.
item0838	'I wish,' she added politely, 'you would tell us about your dreams - they must be awfully interesting.'
item0839	'Is that the day's wish?' said the Sand-fairy, yawning.
item0840	Cyril muttered something about 'just like a girl,' and the rest stood silent. 
item0841	If they said 'Yes,' then good-bye to the other wishes they had decided to ask for. 
item0842	If they said 'No,' it would be very rude, 
item0843	And they had all been taught manners, and had learned a little too, which is not at all the same thing. 
item0844	A sigh of relief broke from all lips when the Sand-fairy said:
