item0000	Tradition requires parental approval for under-age marriage.
item0001	The clumsy customer spilled some expensive perfume. 
item0002	Grand auto slid three to fifteen and one eighth on the American Stock Exchange 
item0003	The company which runs retail automotive stores told Shearson Lehman Brothers its financial adviser to terminate discussions to sell the firm 
item0004	She had your dark suit in greasy wash water all year. 
item0005	Don't ask me to carry an oily rag like that.
item10365	The anti ragging committee would decide further action based on the investigation report of the squad."
item10366	The college principal was not available for comment when TNM contacted him.
item10367	The first thing I would have thought if I came across one of my neighbors digging a hole this size is that they have plans for an in-ground swimming pool.
item10368	Frankly, even if it was just a giant swimming pool, I think his entire neighborhood would be jealous.
item10369	So before Wayne even started digging a hole, he went out and purchased a twenty -foot shipping container.
item10370	It's pretty surprising how many of these giant containers you can find out on the internet at incredibly affordable prices.
item10371	It can be incredibly easy to lose track of your spending and splurge on products you don't actually need.
item10372	The fact that Wayne was able to find a container of this size and keep his budget low really helped make his project come together.
item10373	But what did he need the container for exactly? We'll find out soon!
item10374	Blaming the slowdown on the social fabric of trust and confidence being torn and ruptured under the present dispensation, former Prime Minister Manmohan Singh has called upon the Narendra Modi government to shed its 'mala fide unless proven otherwise' doctrine of governance to revive the economy.
item10375	"A nation's state of the economy is also a function and reflection of the state of its society… Mutual trust and self-confidence are the bedrock of such social transactions among people that foster economic growth.
item10376	Our social fabric of trust and confidence is now torn and ruptured," Singh wrote for The Hindu on the day the Winter Session of the Parliament is set to start.
item10377	Citing troubling statistics such as nominal GDP growth falling to a fifteen -year low; unemployment at a fourty five-year high and household consumption falling to a four-decade low, the former PM argued these are "mere manifestations of a deeper underlying malaise that plagues the nation's economy today".
item10378	Singh said the root cause of this rupturing of our social fabric is the Modi government's 'mala fide unless proven otherwise' doctrine of governance.
item10379	"The premise of the government's policy framework seems to be that economic participants have mala-fide intent unless they can prove otherwise.
item10380	This suspicion that every industrialist, banker, policymaker, regulator, entrepreneur and citizen is out to defraud the government has led to a complete breakdown of trust in our society," he said.
item10381	The eighty seven-year-old said many industrialists have told him that that they live in fear of harassment by government authorities, bankers are reluctant to make new loans for fear of retribution and entrepreneurs are hesitant to put up fresh projects, for fear of failure attributed to ulterior motives.
item10382	"Policymakers in government and other institutions are scared to speak the truth or engage in intellectually honest policy discussions.
item10383	There is profound fear and distrust among people who act as agents of economic growth.
item10384	When there is such distrust, it adversely impacts economic transactions in a society," he further said.
item10385	here was an old owl that lived in an oak. Everyday he saw incidents happening around him. Yesterday he saw a boy helping an old man to carry a heavy basket. 
item10386	Today he saw a girl shouting at her mother. The more he saw the less he spoke.
item10387	As he spoke less, he heard more. He heard people talking and telling stories. 
item10388	He heard a woman saying that an elephant jumped over a fence. 
item10389	He also heard a man saying that he had never made a mistake.
item10390	The old owl had seen and heard about what happened to people. 
item10391	Some became better and some became worse. But the old owl had become wiser each and every day.
item10392	Moral of the story : You should be observant, talk less but listen more. This will make you a wise person.
