item0000	Tradition requires parental approval for under-age marriage.
item0001	The clumsy customer spilled some expensive perfume. 
item0002	Grand auto slid three to fifteen and one eighth on the American Stock Exchange 
item0003	The company which runs retail automotive stores told Shearson Lehman Brothers its financial adviser to terminate discussions to sell the firm 
item0004	She had your dark suit in greasy wash water all year. 
item0005	Don't ask me to carry an oily rag like that.
item10685	Borivali, Kandivali and Malad saw flooding.
item10686	The cyclone Maha fizzled out into the Arabian Sea as a "depression" without making a landfall in Gujarat, the India Meteorological Department (IMD) said on Thursday.
item10687	"Maha is no longer a cyclone.
item10688	It has become a depression into the sea without hitting the Gujarat coast.
item10689	Rain may occur in most districts during the next two days," the Ahmedabad IMD director Jayanta Sarkar said.
item10690	The wind speed in the sea may reach up to fifty km per hour, the IMD said.
item10691	Fishermen have also been asked not to go out to the sea along the north Maharashtra coast.
item10692	Jana Sena chief Pawan Kalyan hit back at Andhra Pradesh Chief Minister YS Jagan Mohan Reddy for making a personal attack on him, asking him what problem he has due to his three marriages.
item10693	The actor wanted to know if Reddy was jailed because of his marriages.
item10694	The Jana Sena leader was referring to Reddy's imprisonment in connection with the alleged illegal assets case.
item10695	A day after the Chief Minister referred to Pawan Kalyan's three marriages while slamming the critics of his decision to introduce English as the medium of instruction in all government schools, the Jana Sena leader launched a counter-attack.
item10696	Addressing the National Education Day celebrations on Monday, Reddy had hit out at Vice President M.
item10697	Venkaiah Naidu, TDP President N.
item10698	Chandrababu Naidu and Pawan Kalyan for criticizing his government's decision to convert all government-run schools into English medium schools.
item10699	The YSR Congress Party (YSRCP) chief wanted to know if the children of these leaders did not study in English-medium schools.
item10700	"Sir, actor Pawan Kalyan garu.
item10701	You have three wives, four-five children.
item10702	What is the medium of instruction of the schools they are studying in," Reddy has asked.
item10703	Pawan Kalyan said it was unfortunate that Reddy was resorting to personal attacks for questioning the government.
item10704	"You are repeatedly saying I married three women.
item10705	After some time, the queen bore twins, two little sons who were her great joy. 
item10706	Once when the queen was in church and the two children were playing by their father's side, he looked up at the stone statue, full of sorrow and exclaimed with a sigh, "Ah, could I restore you to life, my faithful Jose!"
item10707	At these words the statue began to speak, saying, "Yes, you can make me alive again, if you bestow on me that which is dearest to you."
item10708	The king replied, "All that I have in the world I will give up for you."
item10709	The statue spoke again, "If you, with your own hand, cut off the heads of both your children and sprinkle me with their blood, I shall be brought to life again.''
item10710	The king was terrified when he heard that he must kill his two dear children. 
item10711	But he remembered his servant's great fidelity and how Jose had died for him and drawing his sword, he cut off the heads of both of his children with his own hand.
item10712	And as soon as he sprinkled the statue with the blood, life came back to it and trusted Jose stood again alive and well before him and said: 
item10713	"Your faith shall not go unrewarded..." and taking the heads of the two children, he set them on again and anointed their wounds with their blood and thereupon they healed again in a moment and the children sprang away and played as if nothing had happened.
item10714	Now the king was full of happiness and he saw the queen coming. He hid Jose and the children in a great closet. He said to her, ' My dear queen, we can restore his life, but it will cost us both our little sons whom we must sacrifice."
item10715	The queen was horrified but she said, "We have to sacrifice our sons."
item10716	Then he was very glad that she thought as he did and unlocked the closet, brought out Jose and the children saying, "God be praised ! He is saved and we have our little sons", and then he told her what had happened. Afterwards they lived happily together to the end of their life.
item10717	MORAL : Faithfulness ultimately brings its own reward. 
