item0000	Tradition requires parental approval for under-age marriage.
item0001	The clumsy customer spilled some expensive perfume. 
item0002	Grand auto slid three to fifteen and one eighth on the American Stock Exchange 
item0003	The company which runs retail automotive stores told Shearson Lehman Brothers its financial adviser to terminate discussions to sell the firm 
item0004	She had your dark suit in greasy wash water all year. 
item0005	Don't ask me to carry an oily rag like that.
item1085	But crude oil prices fell sharply earlier this week when the thirteen -hyphen member organization of petroleum exporting countries couldn't agree to lower output .period
item1086	But he said that would only be true if the dollar were weak
item1087	But if the winning bids are as high as they were in some deals earlier this year then we're not going to be winning bidders
item1088	But it apparently hasn't made film studios any less likely to take on projects that include elaborate special effects .period
item1089	But it is Mr. West upon whom the outcome probably depends most
item1090	But it seems clear that Mr. Volcker hasn't ruled out accepting another four -hyphen year term .period
item1091	But many medium -hyphen sized technology issues continued their recent climb .period
item1092	But market analysts said a takeover of Salomon was highly unlikely ,comma even with the firm's depressed stock price .period
item1093	But on the first read through the case is without merit and we intend to fight it
item1094	But she insists I don't want to go on welfare
item1095	But short -hyphen term prospects for new contracts before the end of nineteen eighty nine aren't bright .period
item1096	But some economists think that one is impending ,comma or may even have started .period
item1097	But some operators said N. B. C. may run into problems
item1098	But the company also needs to swap its current debt and equity outstanding for new securities .period
item1099	But the discussions subsequently ended because the two sides couldn't agree on financial and other terms
item1100	But the investigation could make some lenders wary
item1101	But the penalties for failure are real
item1102	But the plan won't be filed with the bankruptcy court until the creditors and l. T. V. agree on how the debt will be paid
item1103	But they can look more generous than they are
item1104	But they still could have an important influence on the company's future .period
item1105	But this was purchased at a price of inflation that averaged more than eight percent for the decade .period
item1106	But those charges aren't required to be made until the nineteen eighty eight first quarter or under certain circumstances even later
item1107	But to the surprise of almost everyone stock prices began a steady climb that pushed the average above Wednesday’s close
item1108	But until recently inflation in health education and other services was offset by flat or falling prices for many manufactured goods and farm commodities
item1109	But while the fed stands pat it is coming under increasing attack from both sides
item1110	It was a new sensation to be driven in a smart pony-trap along pretty country roads, it was very pleasant too 
item1111	Which is not always the case with new sensations, 
item1112	Quite apart from the beautiful plans of spending the money which each child made as they went along,
item1113	Silently of course and quite to itself, 
item1114	For they felt it would never have done to let the old innkeeper hear them talk in the affluent sort of way they were thinking. 
item1115	The old man put them down by the bridge at their request.
item1116	'If you were going to buy a carriage and horses, where would you go?' asked Cyril, 
item1117	As if he were only asking for the sake of something to say.
item1118	And now the children began to see one of the laws of nature turn upside down and stand on its head like an acrobat. 
item1119	Any grown-up persons would tell you that money is hard to get and easy to spend. 
item1120	But the fairy money had been easy to get, and spending it was not only hard, it was almost impossible. 
item1121	The tradespeople of Rochester seemed to shrink, to a trades-person, from the glittering fairy gold 
item1122	'Furrin money' they called it, for the most part. 
item1123	To begin with, Anthea, who had had the misfortune to sit on her hat earlier in the day, wished to buy another. 
item1124	She chose a very beautiful one, trimmed with pink roses and the blue breasts of peacocks. 
