item0000	Tradition requires parental approval for under-age marriage.
item0001	The clumsy customer spilled some expensive perfume. 
item0002	Grand auto slid three to fifteen and one eighth on the American Stock Exchange 
item0003	The company which runs retail automotive stores told Shearson Lehman Brothers its financial adviser to terminate discussions to sell the firm 
item0004	She had your dark suit in greasy wash water all year. 
item0005	Don't ask me to carry an oily rag like that.
item0485	In American stock exchange composite trading yesterday sun city closed at ten dollars and fifty cents a share up one point eight seven five dollars 
item0486	In a minute the deal is closed 
item0487	In any case ,comma his twenty eight dollar -hyphen a -hyphen share offer for caesars "double-quote isn't the last word .Period "double-quote 
item0488	In any case ,comma it is a good bet that there will be a recession sometime .Period 
item0489	In a one hundred eighty four page civil complaint the securities and exchange commission last month accused the powerful financier of a catalog of securities law violations 
item0490	In a securities and exchange commission filing ,comma the Pritzker group said it bought its beverly stock "double-quote primarily for investment purposes .Period "double-quote 
item0491	Incentives can move around sales but not create them said charles brady an oppenheimer and company auto stock analyst 
item0492	In certain cases the cards are given free to subscribers 
item0493	Income rose zero point four percent last month 
item0494	Income rose zero point four percent last month .Period 
item0495	In composite trading on the New York stock exchange yesterday dun closed at fifty one dollars and fifty cents up one dollar and fifty cents 
item0496	Increasingly people who test positive join the support groups that have sprung up across the country in the past year 
item0497	Increasing military activity in the persian gulf is viewed as a potential threat to the oil shipped through those waters .Period 
item0498	Individuals can borrow as much as fifty million yen .Period 
item0499	Industrial output gained zero point two percent last month and three point eight percent for the year .Period 
item0500	Industry analysts expect the market to double when it becomes available to residential customers 
item0501	Industry analysts value the company at about six hundred fifty million dollars 
item0502	In europe an American can at least read street signs 
item0503	In fiscal nineteen eighty seven wang had a loss of seventy point seven million dollars on revenue of two point eight four billion dollars 
item0504	In futures trading municipal bonds for june delivery rose six thirty seconds to eight thousand five hundred twenty seven 
item0505	In general ,comma he said ,comma there isn't any significant difference in korea between the views of business and those of government .Period 
item0506	Initial wall street enthusiasm has surprised even privatization advocates 
item0507	In January the beaverton oregon toy maker disclosed talks concerning its possible takeover by a third party who proposed a friendly transaction 
item0508	In Japan it's all greek so to speak 
item0509	In many ways that's just what U.B.S. has done since Mr. senn was named president in nineteen eighty 
item0510	It was indeed of that Venetian tint so much admired by artists.
item0511	'Well, it's no use finding fault with each other,' said Anthea;
item0512	'Let's get the Lamb and lug it home to dinner. 
item0513	The servants will admire us most awfully, you'll see.'
item0514	Baby was just waking when they got to him, 
item0515	And not one of the children but was relieved to find that he at least was not as beautiful as the day, but just the same as usual.
item0516	'I suppose he's too young to have wishes naturally,' said Jane. 
item0517	'We shall have to mention him specially next time.'
item0518	Anthea ran forward and held out her arms.
item0519	'Come to own Panther, ducky,' she said.
item0520	The Baby looked at her disapprovingly, and put a sandy pink thumb in his mouth, Anthea was his favourite sister.
item0521	'Come then,' she said.
item0522	'G'way long!' said the Baby.
item0523	'Come to own Pussy,' said Jane.
item0524	'Wants my Panty,' said the Lamb dismally, and his lip trembled.
