item0000	Tradition requires parental approval for under-age marriage.
item0001	The clumsy customer spilled some expensive perfume. 
item0002	Grand auto slid three to fifteen and one eighth on the American Stock Exchange 
item0003	The company which runs retail automotive stores told Shearson Lehman Brothers its financial adviser to terminate discussions to sell the firm 
item0004	She had your dark suit in greasy wash water all year. 
item0005	Don't ask me to carry an oily rag like that.
item0046	A home federal spokesman declined to comment .Period 
item0047	A lengthy fight is likely 
item0048	Allied -hyphen signal employs a total of about one hundred forty thousand workers .Period 
item0049	All of a sudden they came back and said we aren't buying at this yield 
item0050	All settlement talks ceased after the filing 
item0051	All the bonds will be dated next monday 
item0052	All the shares tendered have an indicated value of about five hundred thirty eight point five million canadian dollars four hundred thirty eight million U.S. dollars 
item0053	All three networks yesterday broadcast live coverage of a congressional committee's hearings into the iranian arms deal .Period 
item0054	All told amoco said it replaced one hundred thirty percent of the reserves that it produced last year recovering from a weak record in nineteen eighty six 
item0055	A long list of other witnesses have also testified in the trial now in its fourth month 
item0056	Also a move to base it abroad will have tax advantages 
item0057	Also cable operators already are signing up for another proposed new cable network turner broadcasting system incorporated's T.N.T scheduled for an october third launch 
item0058	Also ,comma individual investors' concern over volatility in financial markets may have contributed to the increase ,comma "double-quote she said .Period 
item0059	Also ,comma when leading stocks are used for collateral ,comma consumer credit companies value them at eighty five percent of their current price .Period 
item0060	Also individual investors' concern over volatility in financial markets may have contributed to the increase she said 
item0061	Also under the proposal ,comma the ministry is seeking to "double-quote expand and strengthen "double-quote its insurance coverage of direct overseas investment by Japanese companies .Period 
item0062	Although closed end funds have been around since at least the nineteen twenties they have boomed in popularity this year 
item0063	Although that is up from forty six percent in nineteen eighty six texaco's production also fell last year 
item0064	Although the foreign exchange market rarely has much impact on tax exempt securities traders said the dollar's late rally yesterday helped buoy municipal prices 
item0065	Although those gains eroded during the afternoon stock prices stayed within a narrow range until the last half hour of trading 
item0066	A membership meeting has been called for july twentieth to vote on it 
item0067	Among men fifty six percent said the U.S. was doing too little in space exploration only a quarter of women agreed 
item0068	Among men forty one percent supported boosting the space exploration budget compared with nineteen percent of women 
item0069	Among the biotechnology issues ,comma S.P.I pharmaceuticals ,comma with some eighty million dollars in market value ,comma rose one and one half to nine .Period 
item0070	A monsanto spokesman said there's very little we can say 
item0071	The children had explored the gardens and the outhouses thoroughly before they were caught and cleaned for tea, 
item0072	And they saw quite well that they were certain to be happy at the White House. 
item0073	They thought so from the first moment, but when they found the back of the house covered with jasmine, an in white flower, 
item0074	And smelling like a bottle of the most expensive scent that is ever given for a birthday present; 
item0075	And when they had seen the lawn, all green and smooth, and quite different from the brown grass in the gardens at Camden Town; 
item0076	And when they had found the stable with a loft over it and some old hay still left, they were almost certain; 
item0077	And when Robert had found the broken swing and tumbled out of it and got a lump on his head the size of an egg, 
item0078	And Cyril had nipped his finger in the door of a hutch that seemed made to keep rabbits in, 
item0079	If you ever had any, they had no longer any doubts whatever.
item0080	The best part of it all was that there were no rules about not going to places and not doing things. 
item0081	In London almost everything is labelled 'You mustn't touch,' and though the label is invisible, 
item0082	It's just as bad, because you know it's there, or if you don't you jolly soon get told.
item0083	The White House was on the edge of a hill, with a wood behind it And the chalk-quarry on one side and the gravel-pit on the other. 
item0084	Down at the bottom of the hill was a level plain, with queer-shaped white buildings where people burnt lime, and a big red brewery and other houses; 
